"UNIQUE_SAMPLE_ID","sample_index","CUVETTE","title","result","unit_of_result","data_markings_of_result","creation_time","DATE","TIME","method_name","t1","nominal_value","t1_2","is_excluded","method_type","determination_type","overall_result_state","sample","tissue_type","species","replicate","temperature","TIME_DIFF","TIME_DIFF_SECS","MINUTES","LATIN_NAME"
"Pmol_01_40_3","3","3","Absorbance wavelength 1",0.23711,"A",NA,2023-08-29 11:25:35,"2023-08-29",11:25:35,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:04:29,269,4.48,"Pomacentrus moluccensis"
"Paus_07_10_1","1","1","Absorbance wavelength 1",0.09252,"A",NA,2023-11-29 11:25:36,"2023-11-29",11:25:36,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:32,212,3.53,"Pomacentrus australis"
"Pmol_03_10_1","1","1","Absorbance wavelength 1",0.20815,"A",NA,2023-05-10 11:25:38,"2023-05-10",11:25:38,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:27,327,5.45,"Pomacentrus moluccensis"
"Adoed_03_20_5","5","5","Absorbance wavelength 1",-0.34022,"A",NA,2023-08-31 11:25:38,"2023-08-31",11:25:38,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:05:52,352,5.87,"Apogon doederlein"
"Pmol_04_30_5","5","5","Absorbance wavelength 1",0.00782,"A",NA,2023-05-09 11:25:40,"2023-05-09",11:25:40,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:07:45,465,7.75,"Pomacentrus moluccensis"
"Arub_06_30_5","5","5","Absorbance wavelength 1",0.00661,"A",NA,2023-10-17 11:25:40,"2023-10-17",11:25:40,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:10,430,7.17,"Apogon rubrimacula"
"Pmol_01_40_4","4","4","Absorbance wavelength 1",0.01214,"A",NA,2023-08-29 11:25:42,"2023-08-29",11:25:42,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:04:29,269,4.48,"Pomacentrus moluccensis"
"Arub_04_20_5","5","5","Absorbance wavelength 1",-0.7836,"A",NA,2023-09-19 11:25:42,"2023-09-19",11:25:42,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:13,733,12.22,"Apogon rubrimacula"
"Paus_07_10_2","2","2","Absorbance wavelength 1",0.10742,"A",NA,2023-11-29 11:25:43,"2023-11-29",11:25:43,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:31,211,3.52,"Pomacentrus australis"
"Pmol_03_10_2","2","2","Absorbance wavelength 1",0.3141,"A",NA,2023-05-10 11:25:45,"2023-05-10",11:25:45,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:28,328,5.47,"Pomacentrus moluccensis"
"Adoed_03_20_6","6","6","Absorbance wavelength 1",-0.36266,"A",NA,2023-08-31 11:25:45,"2023-08-31",11:25:45,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:05:52,352,5.87,"Apogon doederlein"
"Arub_06_30_6","6","6","Absorbance wavelength 1",0.01537,"A",NA,2023-10-17 11:25:45,"2023-10-17",11:25:45,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:08,428,7.13,"Apogon rubrimacula"
"Pmol_04_30_6","6","6","Absorbance wavelength 1",0.00208,"A",NA,2023-05-09 11:25:47,"2023-05-09",11:25:47,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:07:45,465,7.75,"Pomacentrus moluccensis"
"Arub_04_20_6","6","6","Absorbance wavelength 1",-0.77416,"A",NA,2023-09-19 11:25:49,"2023-09-19",11:25:49,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:15,735,12.25,"Apogon rubrimacula"
"Pmol_03_10_3","3","3","Absorbance wavelength 1",0.09202,"A",NA,2023-05-10 11:25:50,"2023-05-10",11:25:50,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:25,325,5.42,"Pomacentrus moluccensis"
"Paus_07_10_3","3","3","Absorbance wavelength 1",0.09535,"A",NA,2023-11-29 11:25:50,"2023-11-29",11:25:50,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:31,211,3.52,"Pomacentrus australis"
"Pmol_01_40_5","5","5","Absorbance wavelength 1",0.01351,"A",NA,2023-08-29 11:25:50,"2023-08-29",11:25:50,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:04:30,270,4.5,"Pomacentrus moluccensis"
"Adoed_03_20_1","1","1","Absorbance wavelength 1",-0.27724,"A",NA,2023-08-31 11:25:52,"2023-08-31",11:25:52,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:32,392,6.53,"Apogon doederlein"
"Arub_06_30_1","1","1","Absorbance wavelength 1",0.12497,"A",NA,2023-10-17 11:25:52,"2023-10-17",11:25:52,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:50,470,7.83,"Apogon rubrimacula"
"Pmol_04_30_1","1","1","Absorbance wavelength 1",0.17657,"A",NA,2023-05-09 11:25:54,"2023-05-09",11:25:54,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Pmol_01_40_6","6","6","Absorbance wavelength 1",-0.00767,"A",NA,2023-08-29 11:25:56,"2023-08-29",11:25:56,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:04:30,270,4.5,"Pomacentrus moluccensis"
"Arub_04_20_1","1","1","Absorbance wavelength 1",-0.67098,"A",NA,2023-09-19 11:25:57,"2023-09-19",11:25:57,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:56,776,12.93,"Apogon rubrimacula"
"Arub_06_30_2","2","2","Absorbance wavelength 1",0.13732,"A",NA,2023-10-17 11:25:57,"2023-10-17",11:25:57,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:48,468,7.8,"Apogon rubrimacula"
"Pmol_03_10_4","4","4","Absorbance wavelength 1",0.63476,"A",NA,2023-05-10 11:25:57,"2023-05-10",11:25:57,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:25,325,5.42,"Pomacentrus moluccensis"
"Paus_07_10_4","4","4","Absorbance wavelength 1",0.0551,"A",NA,2023-11-29 11:25:57,"2023-11-29",11:25:57,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:31,211,3.52,"Pomacentrus australis"
"Adoed_03_20_2","2","2","Absorbance wavelength 1",-0.29114,"A",NA,2023-08-31 11:25:59,"2023-08-31",11:25:59,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:32,392,6.53,"Apogon doederlein"
"Pmol_04_30_2","2","2","Absorbance wavelength 1",0.1847,"A",NA,2023-05-09 11:26:01,"2023-05-09",11:26:01,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Pmol_01_40_1","1","1","Absorbance wavelength 1",0.28161,"A",NA,2023-08-29 11:26:03,"2023-08-29",11:26:03,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:11,311,5.18,"Pomacentrus moluccensis"
"Arub_04_20_2","2","2","Absorbance wavelength 1",-0.10474,"A",NA,2023-09-19 11:26:04,"2023-09-19",11:26:04,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:56,776,12.93,"Apogon rubrimacula"
"Arub_06_30_3","3","3","Absorbance wavelength 1",0.09347,"A",NA,2023-10-17 11:26:04,"2023-10-17",11:26:04,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:48,468,7.8,"Apogon rubrimacula"
"Pmol_03_10_5","5","5","Absorbance wavelength 1",-0.01076,"A",NA,2023-05-10 11:26:04,"2023-05-10",11:26:04,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:25,325,5.42,"Pomacentrus moluccensis"
"Paus_07_10_5","5","5","Absorbance wavelength 1",-0.06223,"A",NA,2023-11-29 11:26:04,"2023-11-29",11:26:04,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:31,211,3.52,"Pomacentrus australis"
"Adoed_03_20_3","3","3","Absorbance wavelength 1",-0.29138,"A",NA,2023-08-31 11:26:06,"2023-08-31",11:26:06,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:34,394,6.57,"Apogon doederlein"
"Adoed_02_50_1","1","1","Absorbance wavelength 1",0.05201,"A",NA,2023-07-09 11:26:07,"2023-07-09",11:26:07,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:53,53,0.88,"Apogon doederlein"
"Pmol_04_30_3","3","3","Absorbance wavelength 1",0.16678,"A",NA,2023-05-09 11:26:08,"2023-05-09",11:26:08,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Pmol_01_40_2","2","2","Absorbance wavelength 1",0.27905,"A",NA,2023-08-29 11:26:10,"2023-08-29",11:26:10,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:11,311,5.18,"Pomacentrus moluccensis"
"Adoed_03_20_4","4","4","Absorbance wavelength 1",-0.14849,"A",NA,2023-08-31 11:26:11,"2023-08-31",11:26:11,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:32,392,6.53,"Apogon doederlein"
"Arub_06_30_4","4","4","Absorbance wavelength 1",0.0523,"A",NA,2023-10-17 11:26:11,"2023-10-17",11:26:11,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:48,468,7.8,"Apogon rubrimacula"
"Pmol_03_10_6","6","6","Absorbance wavelength 1",-0.00898,"A",NA,2023-05-10 11:26:11,"2023-05-10",11:26:11,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:05:25,325,5.42,"Pomacentrus moluccensis"
"Paus_07_10_6","6","6","Absorbance wavelength 1",0.00743,"A",NA,2023-11-29 11:26:11,"2023-11-29",11:26:11,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:03:31,211,3.52,"Pomacentrus australis"
"Arub_04_20_3","3","3","Absorbance wavelength 1",-0.70919,"A",NA,2023-09-19 11:26:12,"2023-09-19",11:26:12,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:57,777,12.95,"Apogon rubrimacula"
"Adoed_02_50_2","2","2","Absorbance wavelength 1",0.0616,"A",NA,2023-07-09 11:26:14,"2023-07-09",11:26:14,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:53,53,0.88,"Apogon doederlein"
"Pmol_04_30_4","4","4","Absorbance wavelength 1",0.04599,"A",NA,2023-05-09 11:26:15,"2023-05-09",11:26:15,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Pmol_01_40_3","3","3","Absorbance wavelength 1",0.25477,"A",NA,2023-08-29 11:26:16,"2023-08-29",11:26:16,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:10,310,5.17,"Pomacentrus moluccensis"
"Adoed_03_20_5","5","5","Absorbance wavelength 1",-0.34045,"A",NA,2023-08-31 11:26:16,"2023-08-31",11:26:16,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:30,390,6.5,"Apogon doederlein"
"Arub_04_20_4","4","4","Absorbance wavelength 1",-0.34674,"A",NA,2023-09-19 11:26:17,"2023-09-19",11:26:17,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:55,775,12.92,"Apogon rubrimacula"
"Pmol_03_10_1","1","1","Absorbance wavelength 1",0.212,"A",NA,2023-05-10 11:26:18,"2023-05-10",11:26:18,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:06:07,367,6.12,"Pomacentrus moluccensis"
"Arub_06_30_5","5","5","Absorbance wavelength 1",0.0051,"A",NA,2023-10-17 11:26:18,"2023-10-17",11:26:18,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:48,468,7.8,"Apogon rubrimacula"
"Paus_07_10_1","1","1","Absorbance wavelength 1",0.05296,"A",NA,2023-11-29 11:26:19,"2023-11-29",11:26:19,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:04:15,255,4.25,"Pomacentrus australis"
"Adoed_02_50_3","3","3","Absorbance wavelength 1",0.0625,"A",NA,2023-07-09 11:26:21,"2023-07-09",11:26:21,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:53,53,0.88,"Apogon doederlein"
"Pmol_01_40_4","4","4","Absorbance wavelength 1",0.01643,"A",NA,2023-08-29 11:26:22,"2023-08-29",11:26:22,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:09,309,5.15,"Pomacentrus moluccensis"
"Pmol_04_30_5","5","5","Absorbance wavelength 1",0.00785,"A",NA,2023-05-09 11:26:22,"2023-05-09",11:26:22,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Arub_04_20_5","5","5","Absorbance wavelength 1",-0.78317,"A",NA,2023-09-19 11:26:22,"2023-09-19",11:26:22,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:53,773,12.88,"Apogon rubrimacula"
"Adoed_03_20_6","6","6","Absorbance wavelength 1",-0.36277,"A",NA,2023-08-31 11:26:23,"2023-08-31",11:26:23,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:06:30,390,6.5,"Apogon doederlein"
"Pmol_03_10_2","2","2","Absorbance wavelength 1",0.3137,"A",NA,2023-05-10 11:26:24,"2023-05-10",11:26:24,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:06:07,367,6.12,"Pomacentrus moluccensis"
"Arub_06_30_6","6","6","Absorbance wavelength 1",0.01373,"A",NA,2023-10-17 11:26:24,"2023-10-17",11:26:24,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:07:47,467,7.78,"Apogon rubrimacula"
"Paus_07_10_2","2","2","Absorbance wavelength 1",0.06365,"A",NA,2023-11-29 11:26:26,"2023-11-29",11:26:26,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:04:14,254,4.23,"Pomacentrus australis"
"Adoed_02_50_4","4","4","Absorbance wavelength 1",0.00963,"A",NA,2023-07-09 11:26:28,"2023-07-09",11:26:28,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:42,42,0.7,"Apogon doederlein"
"Pmol_01_40_5","5","5","Absorbance wavelength 1",0.01175,"A",NA,2023-08-29 11:26:28,"2023-08-29",11:26:28,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:08,308,5.13,"Pomacentrus moluccensis"
"Pmol_04_30_6","6","6","Absorbance wavelength 1",0.00129,"A",NA,2023-05-09 11:26:29,"2023-05-09",11:26:29,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:08:27,507,8.45,"Pomacentrus moluccensis"
"Arub_04_20_6","6","6","Absorbance wavelength 1",-0.7746,"A",NA,2023-09-19 11:26:30,"2023-09-19",11:26:30,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_04_20","WM","Arub","04","20",00:12:56,776,12.93,"Apogon rubrimacula"
"Adoed_03_20_1","1","1","Absorbance wavelength 1",-0.28735,"A",NA,2023-08-31 11:26:31,"2023-08-31",11:26:31,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:07:11,431,7.18,"Apogon doederlein"
"Arub_06_30_1","1","1","Absorbance wavelength 1",0.1369,"A",NA,2023-10-17 11:26:32,"2023-10-17",11:26:32,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:08:30,510,8.5,"Apogon rubrimacula"
"Pmol_03_10_3","3","3","Absorbance wavelength 1",0.07459,"A",NA,2023-05-10 11:26:32,"2023-05-10",11:26:32,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:06:07,367,6.12,"Pomacentrus moluccensis"
"Paus_07_10_3","3","3","Absorbance wavelength 1",0.09039,"A",NA,2023-11-29 11:26:33,"2023-11-29",11:26:33,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:04:14,254,4.23,"Pomacentrus australis"
"Pmol_01_40_6","6","6","Absorbance wavelength 1",-0.00747,"A",NA,2023-08-29 11:26:34,"2023-08-29",11:26:34,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:08,308,5.13,"Pomacentrus moluccensis"
"Adoed_02_50_5","5","5","Absorbance wavelength 1",-0.01413,"A",NA,2023-07-09 11:26:35,"2023-07-09",11:26:35,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:42,42,0.7,"Apogon doederlein"
"Pmol_04_30_1","1","1","Absorbance wavelength 1",0.16555,"A",NA,2023-05-09 11:26:36,"2023-05-09",11:26:36,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:09:09,549,9.15,"Pomacentrus moluccensis"
"Adoed_03_20_2","2","2","Absorbance wavelength 1",-0.27601,"A",NA,2023-08-31 11:26:36,"2023-08-31",11:26:36,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:07:09,429,7.15,"Apogon doederlein"
"Arub_06_30_2","2","2","Absorbance wavelength 1",0.14055,"A",NA,2023-10-17 11:26:37,"2023-10-17",11:26:37,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:08:28,508,8.47,"Apogon rubrimacula"
"Pmol_03_10_4","4","4","Absorbance wavelength 1",0.6128,"A",NA,2023-05-10 11:26:39,"2023-05-10",11:26:39,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:06:07,367,6.12,"Pomacentrus moluccensis"
"Paus_07_10_4","4","4","Absorbance wavelength 1",0.05532,"A",NA,2023-11-29 11:26:40,"2023-11-29",11:26:40,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:04:14,254,4.23,"Pomacentrus australis"
"Pmol_01_40_1","1","1","Absorbance wavelength 1",0.31935,"A",NA,2023-08-29 11:26:41,"2023-08-29",11:26:41,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:49,349,5.82,"Pomacentrus moluccensis"
"Adoed_03_20_3","3","3","Absorbance wavelength 1",-0.28325,"A",NA,2023-08-31 11:26:41,"2023-08-31",11:26:41,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:07:09,429,7.15,"Apogon doederlein"
"Pmol_04_30_2","2","2","Absorbance wavelength 1",0.18613,"A",NA,2023-05-09 11:26:43,"2023-05-09",11:26:43,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_04_30","WM","Pmol","04","30",00:09:09,549,9.15,"Pomacentrus moluccensis"
"Arub_06_30_3","3","3","Absorbance wavelength 1",0.10991,"A",NA,2023-10-17 11:26:44,"2023-10-17",11:26:44,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Arub_06_30","WM","Arub","06","30",00:08:28,508,8.47,"Apogon rubrimacula"
"Pmol_03_10_5","5","5","Absorbance wavelength 1",-0.01467,"A",NA,2023-05-10 11:26:46,"2023-05-10",11:26:46,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_03_10","WM","Pmol","03","10",00:06:07,367,6.12,"Pomacentrus moluccensis"
"Paus_07_10_5","5","5","Absorbance wavelength 1",-0.04549,"A",NA,2023-11-29 11:26:46,"2023-11-29",11:26:46,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Paus_07_10","WM","Paus","07","10",00:04:13,253,4.22,"Pomacentrus australis"
"Pmol_01_40_2","2","2","Absorbance wavelength 1",0.31461,"A",NA,2023-08-29 11:26:47,"2023-08-29",11:26:47,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Pmol_01_40","WM","Pmol","01","40",00:05:48,348,5.8,"Pomacentrus moluccensis"
"Adoed_02_50_6","6","6","Absorbance wavelength 1",-0.03628,"A",NA,2023-07-09 11:26:47,"2023-07-09",11:26:47,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_02_50","WM","Adoed","02","50",00:00:47,47,0.78,"Apogon doederlein"
"Adoed_03_20_4","4","4","Absorbance wavelength 1",-0.26333,"A",NA,2023-08-31 11:26:48,"2023-08-31",11:26:48,"UV5 Continuous for 8 Samples in Cuvette Changer",NA,NA,NA,FALSE,"Fixed Wavelength","General","OK","WM_Adoed_03_20","WM","Adoed","03","20",00:07:09,429,7.15,"Apogon doederlein"
