Sample index,Sample ID 1,Title,Result,Unit of Result,Data markings of Result,Creation time,Method name,T1.,Nominal.value,T1..1,Is.excluded,Method.type,Determination.type,Overall.result.state,sample
2,2,Absorbance wavelength 1,2.89514,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.74678,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.65705,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.62585,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.58013,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.50874,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.48549,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.4385,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.40477,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.32343,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.28341,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.22408,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
2,2,Absorbance wavelength 1,2.18411,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,3.00384,A,NA,20/04/2023 11:33,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.95135,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.8496,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.90224,A,NA,20/04/2023 11:35,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.84021,A,NA,20/04/2023 11:35,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.75668,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.72563,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.6416,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.61925,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.57277,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.59935,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.50729,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.4349,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.41421,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.38102,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.31047,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.28703,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.23566,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
3,3,Absorbance wavelength 1,2.18512,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.00971,A,NA,20/04/2023 11:33,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.04935,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.94868,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.1137,A,NA,20/04/2023 11:35,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.9762,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.08454,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.06371,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.90359,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.9671,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.12904,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.03582,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.05591,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.97922,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.99486,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.15856,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.19456,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.04983,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,3.09403,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
4,4,Absorbance wavelength 1,2.99743,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01462,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01523,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01426,A,NA,20/04/2023 11:35,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01672,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01624,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01392,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01425,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01607,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.0149,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01488,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01488,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01692,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01711,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.0145,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01361,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01798,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01395,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
5,5,Absorbance wavelength 1,0.01275,A,NA,20/04/2023 11:45,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00434,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00162,A,NA,20/04/2023 11:34,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00241,A,NA,20/04/2023 11:35,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00133,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00151,A,NA,20/04/2023 11:36,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00191,A,NA,20/04/2023 11:37,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00313,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00088,A,NA,20/04/2023 11:38,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00164,A,NA,20/04/2023 11:39,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00167,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00225,A,NA,20/04/2023 11:40,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00354,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00047,A,NA,20/04/2023 11:41,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.0016,A,NA,20/04/2023 11:42,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.0041,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00011,A,NA,20/04/2023 11:43,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00362,A,NA,20/04/2023 11:44,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
6,6,Absorbance wavelength 1,-0.00491,A,NA,20/04/2023 11:45,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_40
1,1,Absorbance wavelength 1,2.88856,A,NA,20/04/2023 11:14,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.76942,A,NA,20/04/2023 11:14,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.64561,A,NA,20/04/2023 11:15,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.62949,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.48788,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.38526,A,NA,20/04/2023 11:17,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.20794,A,NA,20/04/2023 11:17,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,2.06381,A,NA,20/04/2023 11:18,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.87408,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.80199,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.74326,A,NA,20/04/2023 11:20,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.62308,A,NA,20/04/2023 11:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.48187,A,NA,20/04/2023 11:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.38102,A,NA,20/04/2023 11:22,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.22666,A,NA,20/04/2023 11:23,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.1359,A,NA,20/04/2023 11:23,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,1.06506,A,NA,20/04/2023 11:24,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,0.99846,A,NA,20/04/2023 11:24,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
1,1,Absorbance wavelength 1,0.92543,A,NA,20/04/2023 11:25,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.83672,A,NA,20/04/2023 11:14,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.79424,A,NA,20/04/2023 11:15,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.662,A,NA,20/04/2023 11:15,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.4914,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.38521,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.27362,A,NA,20/04/2023 11:17,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.1524,A,NA,20/04/2023 11:18,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,2.00549,A,NA,20/04/2023 11:18,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.89324,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.75886,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.63633,A,NA,20/04/2023 11:20,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.50359,A,NA,20/04/2023 11:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.36147,A,NA,20/04/2023 11:21,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.24833,A,NA,20/04/2023 11:22,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.13233,A,NA,20/04/2023 11:23,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,1.05917,A,NA,20/04/2023 11:23,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,0.99551,A,NA,20/04/2023 11:24,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,0.93183,A,NA,20/04/2023 11:24,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
2,2,Absorbance wavelength 1,0.8847,A,NA,20/04/2023 11:25,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.87174,A,NA,20/04/2023 11:14,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.60639,A,NA,20/04/2023 11:15,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.56071,A,NA,20/04/2023 11:15,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.531,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.39172,A,NA,20/04/2023 11:16,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.33861,A,NA,20/04/2023 11:17,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.37465,A,NA,20/04/2023 11:18,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,2.14446,A,NA,20/04/2023 11:18,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,1.93347,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,1.8129,A,NA,20/04/2023 11:19,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
3,3,Absorbance wavelength 1,1.70311,A,NA,20/04/2023 11:20,UV5 Continuous for 8 Samples in Cuvette Changer,NA,NA,NA,FALSE,Fixed Wavelength,General,OK,WM_Arub_03_50
